anonID,eProfileClass,fuelTypes,ACORN_Category,ACORN_Group,ACORN_Type,ACORN_Code,ACORN_Description,NUTS4,LACode,NUTS1,gspGroup,LDZ,Elec_Tout,Gas_Tout
9113,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKJ,_H,--,1,0
9114,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKM3800,00RF,UKM,_N,SC,1,1
9115,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ3301,24UB,UKJ,_H,--,1,0
9116,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKG2408,41UK,UKG,_B,WM,0,0
9117,1,ElecOnly,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKJ3302,24UC,UKJ,_H,--,1,0
9118,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKJ,--,--,0,0
9119,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2304,34UE,UKF,_B,--,0,0
9120,1,Dual,3,H,31,"3 ,H ,31",Home owning Asian family areas,--,--,UKI,--,--,0,0
9121,2,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,UKF,_B,--,0,0
9122,1,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKM2701,00RB,UKM,_P,--,0,0
9123,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKJ,_J,SE,0,0
9124,1,ElecOnly,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2101,00QC,UKM,_P,--,1,0
9125,1,ElecOnly,3,J,36,"3 ,J ,36","Older people, flats",--,--,UKL,_K,--,0,0
9126,2,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKF2202,31UC,UKF,_B,EM,0,0
9127,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKL2104,00PR,UKL,_K,WS,0,0
9128,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKL,_K,--,1,0
9129,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG3501,00CU,UKG,_E,WM,0,0
9130,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKF,_B,EM,0,0
9132,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKF,_B,EM,0,0
9134,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKG2402,41UC,UKG,_B,--,0,0
9135,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",UKI2201,00AF,UKI,--,--,0,0
9137,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKF,_B,EM,0,0
9139,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKL,_K,--,1,0
9140,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3301,24UB,UKJ,_H,--,1,0
9141,2,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKF,_B,--,0,0
9142,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1301,17UB,UKF,_B,EM,0,0
9146,1,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKJ3301,24UB,UKJ,_H,--,1,0
9148,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1603,37UJ,UKF,_B,EM,0,0
9149,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ2310,43UL,UKJ,_H,SO,1,1
9150,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKM3800,00RF,UKM,_N,SC,0,0
9151,2,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKG,_E,WM,0,0
9152,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,EM,0,0
9153,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF2305,34UF,UKF,_B,EM,0,0
9154,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",--,--,UKJ,_J,SE,0,0
9156,1,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKF1501,37UB,UKF,_B,--,0,0
9157,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKG3100,00CN,UKG,_E,WM,0,0
9158,2,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKF,_B,EM,0,0
9159,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,--,--,UKF,_B,EM,0,0
9161,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",UKM2701,00RB,UKM,_P,--,1,0
9162,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",UKM2102,00QJ,UKM,_P,SC,0,0
9163,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG1201,47UB,UKG,_E,WM,0,0
9164,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,--,--,--,0,0
9165,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,--,--,UKG,_E,WM,0,0
9166,2,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKJ,_B,--,0,0
9167,1,ElecOnly,5,Q,55,"5 ,Q ,55",Multi-ethnic purpose built estates,UKI1201,00AM,UKI,_C,NT,0,0
9168,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKM2101,00QC,UKM,_P,SC,0,0
9169,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKG,_E,WM,0,0
9170,2,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKF,_B,EM,0,0
9171,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKF,_B,--,0,0
9172,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,--,--,--,0,0
9173,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKL2103,00PP,UKL,_K,--,1,0
9175,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,--,--,--,--,--,0,0
9176,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKG3100,00CN,UKG,_E,WM,0,0
9177,2,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKG,_B,--,0,0
9180,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",UKM3800,00RF,UKM,_N,SC,0,0
9181,2,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",UKF1603,37UJ,UKF,_B,EM,0,0
9182,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",--,--,--,--,--,0,0
9183,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKJ2205,21UF,UKJ,_J,SE,0,0
9184,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKK,_E,SW,0,0
9185,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKM2701,00RB,UKM,_P,--,1,0
9186,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1304,17UG,UKF,_B,--,0,0
9187,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
9188,2,Dual,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",--,--,UKF,_B,EM,0,0
9189,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",--,--,UKG,_B,WM,0,0
9190,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKL2104,00PR,UKL,_K,WS,1,1
9193,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKI2201,00AF,UKI,_C,SE,0,0
9194,1,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKI2201,00AF,UKI,_C,SE,1,0
9195,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKL2207,00PT,UKL,_K,--,0,0
9197,2,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKF,_B,--,0,0
9198,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG1305,44UF,UKG,_B,WM,0,0
9199,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKL2103,00PP,UKL,_K,--,0,0
9200,1,Dual,4,K,38,"4 ,K ,38",Low income Asian families,UKG3402,00CS,UKG,_E,WM,0,0
9201,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKL1604,00PK,UKL,_K,WS,1,1
9202,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ2403,45UD,UKJ,_H,--,1,0
9203,1,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,--,--,--,--,--,0,0
9204,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,--,--,UKL,_K,WS,0,0
9205,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKM2701,00RB,UKM,_P,--,1,0
9206,2,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKF,_B,EM,0,0
9207,2,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,UKF,_B,EM,0,0
9208,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKJ2310,43UL,UKJ,_H,--,0,0
9209,2,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKF,_B,EM,0,0
9210,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKI2201,00AF,UKI,_C,SE,0,0
9211,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF2205,31UG,UKF,_B,EM,0,0
9212,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG1302,44UC,UKG,_B,WM,0,0
9213,2,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKF2202,31UC,UKF,_B,--,0,0
9214,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKJ,_J,SE,0,0
9215,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ3306,24UG,UKJ,_H,--,0,0
9216,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKL1604,00PK,UKL,_K,--,0,0
9219,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,,--,UKM,_P,--,0,0
9220,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKG2405,41UF,UKG,_E,WM,0,0
9221,1,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
9222,2,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKG3300,00CQ,UKG,_B,--,0,0
9223,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1301,17UB,UKF,_B,EM,0,0
9224,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKF,_B,--,0,0
9225,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2201,31UB,UKF,_B,EM,0,0
9226,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",UKL1604,00PK,UKL,_K,--,0,0
9227,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKL,_K,--,1,0
9228,1,ElecOnly,4,L,40,"4 ,L ,40",Young working families,--,--,UKF,_B,--,0,0
9229,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKJ,_J,SE,0,0
9231,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKL2104,00PR,UKL,_K,WS,0,0
9232,1,ElecOnly,5,O,52,"5 ,O ,52","Families and single parents, council flats",UKM2701,00RB,UKM,_P,--,0,0
9233,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKJ,_H,--,1,1
9235,1,ElecOnly,5,O,52,"5 ,O ,52","Families and single parents, council flats",--,--,--,--,--,0,0
9236,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKL1606,00PM,UKL,_K,WS,1,1
9237,2,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKF,_B,EM,0,0
9238,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF2204,31UE,UKF,_B,WM,0,0
9240,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKJ,_H,SO,0,0
9241,2,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKG,_B,--,0,0
9242,1,Dual,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",UKL1604,00PK,UKL,_K,WS,1,1
9243,2,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKG,_B,--,0,0
9244,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKG3401,00CR,UKG,_E,WM,0,0
9245,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKF,_B,--,0,0
9246,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKM2701,00RB,UKM,_P,SC,0,0
9247,1,Dual,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",--,--,UKL,_K,WS,0,0
9248,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,--,--,--,0,0
9249,2,ElecOnly,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF2204,31UE,UKF,_B,--,0,0
9250,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,UKJ,_J,SE,0,0
9251,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF2203,31UD,UKF,_B,EM,0,0
9252,2,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKF1201,17UC,UKF,_B,EM,0,0
9253,1,ElecOnly,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",UKM3800,00RF,UKM,_N,SC,0,0
9254,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKJ3301,24UB,UKJ,_H,--,1,0
9255,2,Dual,6,U,57,"6 ,U ,57",Unclassified,--,--,--,--,--,0,0
9256,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKL2104,00PR,UKL,_K,WS,0,0
9257,1,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKJ,_H,--,1,0
9258,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1601,37UD,UKF,_B,EM,0,0
9259,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1603,37UJ,UKF,_B,EM,0,0
9260,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKF,_B,EM,0,0
9263,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG3501,00CU,UKG,_E,WM,0,0
9264,1,Dual,2,E,17,"2 ,E ,17","Young educated workers, flats",--,--,--,--,--,0,0
9265,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",UKF3006,32UG,UKF,_B,EM,0,0
9266,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKM3800,00RF,UKM,_N,SC,1,1
9267,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKI2201,00AF,UKI,_J,SE,0,0
9269,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1504,37UG,UKF,_B,EM,0,0
9270,2,Dual,2,D,13,"2 ,D ,13","Well-off professionals, larger houses and converted flats",--,--,--,_B,EM,0,0
9271,2,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKF,_B,EM,0,0
9272,1,ElecOnly,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKF1501,37UB,UKF,_B,--,0,0
9273,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKM2101,00QC,UKM,_P,--,1,0
9274,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1504,37UG,UKF,_B,--,0,0
9275,1,Dual,4,L,40,"4 ,L ,40",Young working families,UKJ3301,24UB,UKJ,_H,SO,1,1
9276,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKG3100,00CN,UKG,_E,WM,0,0
9277,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2101,00QC,UKM,_P,--,1,0
9279,2,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKF,_B,--,0,0
9280,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1504,00PH,UKL,_K,--,0,0
9281,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKL2207,00PT,UKL,_K,--,0,0
9282,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF1304,17UG,UKF,_B,EM,0,0
9283,1,ElecOnly,2,E,17,"2 ,E ,17","Young educated workers, flats",UKM2102,00QJ,UKM,_P,--,0,0
9284,1,ElecOnly,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2701,00RB,UKM,_P,--,0,0
9285,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF2206,31UH,UKF,_B,EM,0,0
9286,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF2305,34UF,UKF,_B,EM,0,0
9287,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF1100,00FK,UKF,_B,EM,0,0
9288,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKI2201,00AF,UKI,_J,SE,1,0
9289,1,Dual,2,E,17,"2 ,E ,17","Young educated workers, flats",--,--,--,--,--,0,0
9290,2,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF2206,31UH,UKF,_B,--,0,0
9291,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF1603,37UJ,UKF,_B,EM,0,0
9292,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM2701,00RB,UKM,_P,SC,0,0
9293,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKF1501,37UB,UKF,_B,--,0,0
9294,1,Dual,2,E,18,"2 ,E ,18","Multi-ethnic young, converted flats",--,--,--,--,--,0,0
9295,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKL,_K,--,0,0
9296,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKJ,_J,SE,0,0
9297,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF3004,32UE,UKF,_B,EM,0,0
9298,1,Dual,2,E,15,"2 ,E ,15","Affluent urban professionals, flats",--,--,UKI,--,--,0,0
9299,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF1304,17UG,UKF,_B,EM,0,0
9300,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKM2102,00QJ,UKM,_P,SC,1,1
9301,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ2305,43UF,UKJ,_J,SE,0,0
9302,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKF1504,37UG,UKF,_B,--,0,0
9303,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,--,--,--,0,0
9305,1,ElecOnly,4,L,40,"4 ,L ,40",Young working families,--,--,UKJ,_J,SE,0,0
9306,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3302,24UC,UKJ,_H,--,0,0
9307,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,--,--,--,0,0
9308,2,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKF,_B,EM,0,0
9309,1,Dual,1,C,12,"1 ,C ,12",Large families and houses in rural areas,UKM2101,00QC,UKM,_P,SC,1,1
9310,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ3302,24UC,UKJ,_H,SO,1,1
9311,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3310,24UL,UKJ,_H,SO,1,1
9313,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",UKM2701,00RB,UKM,_P,SC,0,0
9314,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKM2101,00QC,UKM,_P,SC,1,0
9315,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKG,_E,WM,0,0
9316,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1100,00FK,UKF,_B,--,0,0
9317,1,ElecOnly,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",--,--,UKM,_P,--,1,0
9318,1,ElecOnly,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKM2701,00RB,UKM,_P,--,0,0
9319,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKG3200,00CT,UKG,_E,WM,0,0
9320,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2101,00QC,UKM,_P,--,0,0
9321,2,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1303,17UF,UKF,_B,EM,0,0
9322,2,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKF,_B,--,0,0
9323,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKL1604,00PK,UKL,_K,WS,0,0
9324,2,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1501,37UB,UKF,_B,--,0,0
9325,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",UKL2104,00PR,UKL,_K,--,0,0
9326,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKK,_E,SW,0,0
9328,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF3004,32UE,UKF,_B,EM,0,0
9329,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKM2102,00QJ,UKM,_P,SC,1,1
9330,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKG,_B,WM,0,0
9331,2,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2206,31UH,UKF,_B,--,0,0
9332,1,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",UKL1605,00PL,UKL,_K,WS,0,1
9333,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",UKM2701,00RB,UKM,_P,SC,1,1
9334,2,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKG,_E,WM,0,0
9335,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,UKJ,_H,--,1,0
9336,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ3301,24UB,UKJ,_H,--,0,0
9338,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKM2701,00RB,UKM,_P,SC,0,1
9339,1,Dual,4,K,38,"4 ,K ,38",Low income Asian families,--,--,--,--,--,0,0
9340,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKL1605,00PL,UKL,_K,WS,1,1
9341,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKF,_B,--,0,0
9342,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,UKG,_E,WM,0,0
9343,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,UKJ,_H,SO,1,1
9344,1,Dual,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2102,00QJ,UKM,_P,SC,0,0
9345,1,Dual,2,E,19,"2 ,E ,19",Suburban privately renting professionals,--,--,--,--,--,0,0
9346,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKL,_K,--,0,0
9347,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2701,00RB,UKM,_P,SC,1,1
9348,1,ElecOnly,4,L,40,"4 ,L ,40",Young working families,UKL2207,00PT,UKL,_K,--,0,0
9349,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
9350,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",--,--,UKL,_K,WS,1,1
9351,1,ElecOnly,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKM2701,00RB,UKM,_P,--,0,0
9352,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF2206,31UH,UKF,_B,EM,0,0
9353,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1605,00PL,UKL,_K,WS,1,0
9354,2,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKG1305,44UF,UKG,_B,--,0,0
9355,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1100,00FK,UKF,_B,EM,0,0
9356,1,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",UKJ3302,24UC,UKJ,_H,SO,1,1
9357,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKG1302,44UC,UKG,_B,WM,0,0
9358,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG3100,00CN,UKG,_E,WM,0,0
9359,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKM,_P,SC,0,1
9360,1,Dual,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",UKM2102,00QJ,UKM,_P,SC,1,1
9361,2,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKG,_B,WM,0,0
9362,2,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",--,--,UKG,_B,WM,0,0
9363,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",--,--,UKG,_E,WM,0,0
9364,2,Dual,5,O,50,"5 ,O ,50","Single elderly people, council flats",--,--,UKF,_B,EM,0,0
9365,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKM3800,00RF,UKM,_N,SC,1,0
9366,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKM3800,00RF,UKM,_N,SC,1,1
9367,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKG2406,41UG,UKG,_E,WM,0,0
9368,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKL,_K,WS,0,1
9369,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKJ2303,43UD,UKJ,_H,SO,1,1
9370,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKF2301,34UB,UKF,_B,EM,0,0
9371,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF1301,17UB,UKF,_B,EM,0,0
9372,1,ElecOnly,2,E,18,"2 ,E ,18","Multi-ethnic young, converted flats",UKI1205,00AZ,UKI,_C,SE,0,0
9373,1,Dual,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",UKM3800,00RF,UKM,_N,SC,0,0
9374,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF1504,37UG,UKF,_B,EM,0,0
9375,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1601,37UD,UKF,_B,--,0,0
9377,2,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKG,_B,--,0,0
9379,1,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKL1503,00PF,UKL,_K,--,0,0
